"theme","type","type-acronyme","organisme","organisme-acronyme","url","email","telephone"
"Droit, justice","Direction interrégionale des services pénitentiaires",,"Direction interrégionale des services pénitentiaires - Strasbourg - Grand-Est",,,,
"Droit, justice","Direction interrégionale des services pénitentiaires",,"Direction interrégionale des services pénitentiaires - Sud-Est - Marseille",,,,
"Droit, justice","Direction interrégionale des services pénitentiaires",,"Direction interrégionale des services pénitentiaires - Toulouse - Sud",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale d'Amiens (dép. 02, 60, 80)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Besançon (dép. 25, 70, 39, 90)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Bobigny (dép. 93)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Bordeaux (dép. 24, 33, 40, 47, 64)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Caen (dép. 14, 50, 60)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Cayenne (dép. 973)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Cergy (dép. 95)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Clermont-Ferrand (dép. 03, 15, 63, 43)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Créteil (dép. 91, 94)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Dijon (dép. 21, 58, 71, 89)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Grenoble (dép. 74, 38, 73)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Lille (dép. 59, 62)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Limoges (dép. 23, 19, 87)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Lyon (dép. 01, 07, 26, 42, 69)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Marseille (dép. 13, 20, 04, 05, 83, 84)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Mayotte antenne (dép. 976)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Melun (dép. 77)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Metz (dép. 54, 55, 57, 88)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Montpellier (dép. 30, 34, 48, 66)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Montrouge (dép. 92, 78)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Nantes (dép. 44, 53, 49, 72, 85)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Nice (dép. 06)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale d'Orléans (dép. 18, 28, 36, 37, 45, 41)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Paris (dép. 75)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Pointe-à-Pitre (dép. 971, 972)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Poitiers (dép. 16, 17, 79, 86)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Reims (dép. 08, 10, 51, 52)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Rennes (dép. 22, 29, 35, 36)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Rouen (dép. 27, 76)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Saint-Denis de la Réunion (dép. 974)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Strasbourg (dép. 67, 68)",,,,
"Droit, justice","Direction territoriale de l'Office français de l'immigration et de l'intégration",,"Office français de l'immigration et de l'intégration (OFII) - Direction territoriale de Toulouse (dép. 09, 12, 19, 23, 32, 31, 65, 87, 46, 81)",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse (DTPJJ) - Côte-d'Or et Saône-et-Loire",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse (DTPJJ) - Franche-Comté",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse (DTPJJ) - Poitou-Charentes",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse (DTPJJ) - Var",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Alpes-Maritimes",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Alpes-Vaucluse",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Alsace",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Aquitaine-Nord",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Aquitaine-Sud",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Aube et Haute-Marne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Auvergne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Bouches-du-Rhône",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Calvados-Manche-Orne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Centre-Orléans",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Corse",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Drôme et Ardèche",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Essonne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Finistère et Morbihan",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Gard et Lozère",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Guadeloupe",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Guyane",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Haute-Garonne, Ariège et Hautes-Pyrénées",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Hauts-de-Seine",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Hérault",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Ille-et-Vilaine et Côtes-d'Armor",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Isère",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Les Savoie",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Limousin",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Loire",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Loire-Atlantique et Vendée",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Maine-et-Loire, Sarthe et Mayenne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Marne et Ardennes",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Martinique",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Mayotte",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Meurthe-et-Moselle, Meuse et Vosges",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Moselle",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Nord",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Oise",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Paris",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Pas-de-Calais",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Polynésie française",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Pyrénées-Orientales et Aude",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Réunion",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Rhône-Ain-métropole de Lyon",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Seine-et-Marne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Seine-Maritime - Eure",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Seine-Saint-Denis",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Somme et Aisne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Tarn et Aveyron",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Tarn-et-Garonne, Lot et Gers",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Touraine-Berry",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Val-d'Oise",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Val-de-Marne",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Yonne et Nièvre",,,,
"Droit, justice","Direction territoriale de la protection judiciaire de la jeunesse",,"Direction territoriale de la protection judiciaire de la jeunesse - Yvelines",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Argentan",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Bapaume",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Bédenac",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Casabianda-Aléria",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Châteaudun",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Ecrouves",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Eysses-Villeneuve-sur-Lot",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Joux-la-Ville",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Koné",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Mauzac",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Melun",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Montmédy",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Muret",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Neuvic-sur-l'Isle",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Oermingen",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention du Port",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Roanne",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Saint-Mihiel",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Saint-Sulpice-la-Pointe",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Salon-de-Provence",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Taiohae",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Tarascon",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Tatutu de Papéari",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Toul",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Uturoa",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention d'Uzerche",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Val-de-Reuil",,,,
"Droit, justice","Établissement pénitentiaire - Centre de détention",,"Centre de détention de Villenauxe-la Grande",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Besançon",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Corbeil-Essonnes",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Gagny",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Lyon",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Maxéville",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Melun",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Montargis",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté de Souffelweyersheim",,,,
"Droit, justice","Établissement pénitentiaire - Centre de semi-liberté",,"Centre de semi-liberté du Val de Briey",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire d'Aiton",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire d'Aix-Luynes",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire d'Alençon-Condé sur Sarthe",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire d'Avignon-le Pontet",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Baie-Mahault",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Beauvais",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Béziers",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Bois-d'Arcy",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Bordeaux-Gradignan",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Borgo",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Bourg-en-Bresse",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Caen",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Châteauroux",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Château-Thierry",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Ducos",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Faaa-Nuutania",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Fresnes",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Grenoble-Varces",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire du Havre",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Lannemezan",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Laon",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Liancourt",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Lille-Annoeullin",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Lille-Loos-Sequedin",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Longuenesse",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Lorient-Ploemeur",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Lutterbach",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Majicavo",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Marseille-Baumettes",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Maubeuge",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Meaux-Chauconin-Neufmontiers",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Metz",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Mont-De-Marsan",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Moulins-Yzeure",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Nancy-Maxéville",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Nanterre-Hauts-de-Seine",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Nantes",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Nouméa",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire d'Orléans Saran",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Paris La Santé",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Perpignan",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Poitiers-Vivonne",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Remire-Montjoly",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Rennes",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Rennes-Vézin le Coquet",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Riom",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Saint-Denis",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Saint-Etienne-la-Talaudière",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Saint Pierre et Miquelon",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Saint-Quentin-Fallavier",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire du Sud-Francilien",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Toulon-La Farlède",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Toulouse-Seysses",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre Penitentiaire de Valence",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Varennes-le-Grand",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Vendin le Vieil",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Villefranche-sur-Saône",,,,
"Droit, justice","Établissement pénitentiaire - Centre pénitentiaire",,"Centre pénitentiaire de Villeneuve-les-Maguelone",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale d'Arles",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale de Clairvaux",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale d'Ensisheim",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale de Poissy",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale de Saint-Martin-de-Ré",,,,
"Droit, justice","Établissement pénitentiaire - Maison centrale",,"Maison centrale de Saint-Maur",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Agen",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Ajaccio",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Albi",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Amiens",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Angers",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Angoulême",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Arras",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Aurillac",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt d'Auxerre",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Bar-le-Duc",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Basse-Terre",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Bayonne",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Belfort",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Besançon",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Béthune",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Blois",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Bonneville",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Bourges",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Brest",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Caen",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Carcassonne",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Châlons-en-Champagne",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Chambéry",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Charleville-Mézières",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Chaumont",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Cherbourg",,,,
"Droit, justice","Établissement pénitentiaire - Maison d'arrêt",,"Maison d'arrêt de Colmar",,,,
